week_start	sub-F120/sub-F120_ses-F120_image.nwb	sub-F134/sub-F134_ses-F134_image.nwb	sub-F136/sub-F136_ses-F136_image.nwb	sub-FB2311/sub-FB2311_ses-FB2311-baseline_image.nwb	sub-FB2311/sub-FB2311_ses-FB2311-whisker_image.nwb	sub-FB2312/sub-FB2312_ses-FB2312-baseline-awake_image.nwb	sub-FB2312/sub-FB2312_ses-FB2312-baseline-iso_image.nwb	sub-FB2314/sub-FB2314_ses-FB2314-baseline-awake_image.nwb	sub-FB2314/sub-FB2314_ses-FB2314-baseline-iso_image.nwb	sub-FB2315/sub-FB2315_ses-FB2315-baseline-awake_image.nwb	sub-FB2315/sub-FB2315_ses-FB2315-baseline-iso_image.nwb	sub-FB2316/sub-FB2316_ses-FB2316-baseline_image.nwb	sub-FB2316/sub-FB2316_ses-FB2316-whisker_image.nwb	sub-FB2317/sub-FB2317_ses-FB2317-baseline_image.nwb	sub-FB2317/sub-FB2317_ses-FB2317-whisker_image.nwb	sub-FB2318/sub-FB2318_ses-FB2318-baseline_image.nwb	sub-FB2318/sub-FB2318_ses-FB2318-whisker_image.nwb	sub-FB2319/sub-FB2319_ses-FB2319-baseline_image.nwb	sub-FB2319/sub-FB2319_ses-FB2319-whisker_image.nwb	sub-FB2320/sub-FB2320_ses-FB2320-baseline_image.nwb	sub-FB2320/sub-FB2320_ses-FB2320-whisker_image.nwb	sub-FB2328/sub-FB2328_ses-FB2328_image.nwb	sub-FB2352/sub-FB2352_ses-FB2352_image.nwb	sub-FB2353/sub-FB2353_ses-FB2353_image.nwb	sub-FB2354/sub-FB2354_ses-FB2354_image.nwb	sub-FB2355/sub-FB2355_ses-FB2355_image.nwb	sub-FB2356/sub-FB2356_ses-FB2356_image.nwb	sub-FB2357/sub-FB2357_ses-FB2357_image.nwb	sub-FB2358/sub-FB2358_ses-FB2358_image.nwb	sub-FB2359/sub-FB2359_ses-FB2359-Hypercapnia_image.nwb	sub-FB2359/sub-FB2359_ses-FB2359-Hyperoxia_image.nwb	sub-FB2360/sub-FB2360_ses-FB2360-Hypercapnia_image.nwb	sub-FB2360/sub-FB2360_ses-FB2360-Hyperoxia_image.nwb	sub-FB2361/sub-FB2361_ses-FB2361_image.nwb	sub-FB2362/sub-FB2362_ses-FB2362_image.nwb	sub-FB2364/sub-FB2364_ses-FB2364_image.nwb	sub-FB237/sub-FB237_ses-FB237_image.nwb	sub-FB238/sub-FB238_ses-FB238_image.nwb	sub-FB239/sub-FB239_ses-FB239_image.nwb	sub-FB2411/sub-FB2411_ses-FB2411_image.nwb	sub-ID01-Geriatric/sub-ID01-Geriatric_ses-ID01-20201204_image.nwb	sub-ID02-Geriatric/sub-ID02-Geriatric_ses-ID02-20201204_image.nwb	sub-ID03-Geriatric/sub-ID03-Geriatric_ses-ID03-20201204_image.nwb	sub-ID13/sub-ID13_ses-ID13-20200917_image.nwb	sub-ID14/sub-ID14_ses-ID14-20200929_image.nwb	sub-ID18/sub-ID18_ses-ID18-20201008_image.nwb	sub-ID20/sub-ID20_ses-ID20-20201013_image.nwb	sub-ID23/sub-ID23_ses-ID23-20201013_image.nwb	sub-ID25/sub-ID25_ses-ID25-20201020_image.nwb	sub-ID26/sub-ID26_ses-ID26-20201020_image.nwb	sub-ID400/sub-ID400_ses-M400-01-baseline-awake_image.nwb	sub-ID400/sub-ID400_ses-M400-03-baseline-iso_image.nwb	sub-ID401/sub-ID401_ses-M401-01-baseline-awake_image.nwb	sub-ID401/sub-ID401_ses-M401-03-baseline-iso_image.nwb	sub-ID402/sub-ID402_ses-M402-01-baseline-awake_image.nwb	sub-ID402/sub-ID402_ses-M402-03-baseline-iso_image.nwb	sub-ID403/sub-ID403_ses-M403-01-baseline-awake_image.nwb	sub-ID403/sub-ID403_ses-M403-03-baseline-iso_image.nwb	sub-M189/sub-M189_ses-M189_image.nwb	sub-M441/sub-M441_ses-M441_image.nwb	sub-M442/sub-M442_ses-M442_image.nwb	sub-M443/sub-M443_ses-M443_image.nwb	sub-M444/sub-M444_ses-M444_image.nwb	sub-leica191115-A1/sub-leica191115-A1_ses-leica191115-A1-KX_image.nwb	sub-leica191115-A1/sub-leica191115-A1_ses-leica191115-A1-awake_image.nwb	sub-leica191118-A2/sub-leica191118-A2_ses-leica191118-A2-KX_image.nwb	sub-leica191118-A2/sub-leica191118-A2_ses-leica191118-A2-awake_image.nwb	sub-nm190819/sub-nm190819_ses-nm190819_image.nwb	sub-nm190823/sub-nm190823_ses-nm190823_image.nwb	sub-nm190906/sub-nm190906_ses-nm190906_image.nwb	sub-nm190910/sub-nm190910_ses-nm190910-01001_image.nwb	sub-nm190910/sub-nm190910_ses-nm190910-01002_image.nwb	sub-nm190911-A1/sub-nm190911-A1_ses-nm190911_image.nwb	sub-nm190912-A1/sub-nm190912-A1_ses-nm190912_image.nwb	sub-nm200109-A3/sub-nm200109-A3_ses-nm200109-A3-KX_image.nwb	sub-nm200109-A3/sub-nm200109-A3_ses-nm200109-A3-awake_image.nwb	sub-nm200113-A1/sub-nm200113-A1_ses-nm200113-A1-KX_image.nwb	sub-nm200113-A1/sub-nm200113-A1_ses-nm200113-A1-awake_image.nwb	sub-nm200330-A2/sub-nm200330-A2_ses-nm200330-A2-KX_image.nwb	sub-nm200330-A2/sub-nm200330-A2_ses-nm200330-A2-awake_image.nwb	sub-nm200416-A1/sub-nm200416-A1_ses-nm200416-A1-KX_image.nwb	sub-nm200416-A1/sub-nm200416-A1_ses-nm200416-A1-awake_image.nwb	sub-nm200417-A2/sub-nm200417-A2_ses-nm200417-A2-KX_image.nwb	sub-nm200417-A2/sub-nm200417-A2_ses-nm200417-A2-awake_image.nwb	sub-nm200420-A1/sub-nm200420-A1_ses-nm200420-A1_image.nwb	sub-nm200423-A2/sub-nm200423-A2_ses-nm200423-A2-KX_image.nwb	sub-nm200423-A2/sub-nm200423-A2_ses-nm200423-A2-awake_image.nwb
2026-01-19	8208570	16444936	20526700	1256006831	18728850	419729535	505792603	21278196	12698616	22684996	11265261	24506178	19595634	17558076	18981336	20145195	21781052	8999986	21469568	11484102	10109631	23162838	11004040	17605350	23603973	21554676	10304040	12738110	16482994	14913903	17132528	14441991	12609030	23644581	12163956	28251477	14259464	18894992	353079176	9760992	20634292	18383724	290754689	195061148	20872366	16928280	19330567	21155332	18987120	30055960	10389064	118769198	98993712	13732692	114274196	5309542	14920395	13585224	26726060	10191144	16807472	12347742	351235488	18800168	415956238	5005192	13098288	11166824	2324690	14974288	14479170	5504544	18448356	9307824	17707002	17459512	13655068	13887008	909977130	18364180	10496624	9386436	9215104	13854202	7402970	1122540387	1586522108
2026-01-26	32653089	373529884	31734242	23431915	429806499	27440242	24895600	422454160	33978780	33493816	32743425	26975708	20581168	417591388	25155596	33684505	29650111	483203460	31204676	40589856	35926916	1424753520	573855024	19234899	37090847	797027820	23602164	14190869	18796017	26668893	25159444	21199392	23745390	1779046530	28999512	27858429	381680576	24182730	33282726	14281194	29084824	24773664	24612320	27447228	22636807	23721966	16465336	316227478	35710096	370907435	27375036	10130400	9733736	34504572	10501182	16251075	24894304	147635424	23700072	365110632	27492297	22582593	31393748	23303686	258914654	22803906	18497730	25422430	6269334	239457021	26925690	20837160	15601376	27459228	787102336	29205896	16006656	744218120	27188512	830440630	960195955	989081530	1188141984	13133614	16084112	6557788	510454396
2026-02-02	272766331	14397204	18359262	12844690	16962280	10473670	16345526	8254008	16694604	8787686	440129063	7212066	15010074	19604718	14788824	8953750	20585710	21446506	367682784	420723218	17832442	14424598	10185516	17196000	587677729	20505912	16402712	17043663	639516107	12475578	690545286	14900547	10333257	10632863	18998298	17087438	11006178	10753590	21842232	9433602	266772300	301922620	25136384	8135844	10280481	10358334	21039482	18958938	21261464	10439367	137353288	9111888	10257800	857448	13504599	13563550	21487888	4565340	13507268	16380100	20751994	318267012	14912704	14165634	9822844	13390216	239465884	6016830	2298108	1846695	14281378	10713366	205261412	9307824	14104062	789414872	18026052	8597753	5160774	12381012	13138190	10060308	14565236	22598780	9758170	18611260	1907324
2026-02-09	4081566	23109768	13112948	12910198	11129922	18777966	25354156	16889160	18687630	14622705	16962342	8869540	8063312	8942808	12840092	10732889	17048278	18720560	23688312	20720730	16325758	16926740	10971612	19693455	15030199	19785324	17241460	16734098	4101982	14193315	17495008	12794214	25283568	13011718	19129314	19604421	19194678	14880594	9199188	4913400	21485896	12255816	12731962	16035984	10083957	15009402	16727368	16373248	20315716	10111827	9190520	14388420	9148004	9111456	9443103	329237	21323486	14154576	23176008	22834188	21603598	15443253	16723808	18947718	8695348	5575302	18335616	13640896	2859344	10428243	14806710	13724862	6067344	19136868	14366094	10091492	10016024	9007006	9287778	17250466	9571840	13209258	14150196	15589424	7402970	10095220	5408206
2026-02-16	4931770	10301740	22420058	19595736	9368782	6215650	16885907	22004736	19407518	12984305	2028633	10985570	6226174	11185974	6370784	4826746	12266194	12459215	4127004	8944392	8202766	8214176	556492	10538637	6448651	6616944	8332372	8152550	8228986	1979769	12743492	10753389	13067586	4127004	8210988	12763910	5939948	5222230	8450532	0	6124816	4001808	6267719	8319516	1985651	6204114	9433152	12770308	12221360	12309398	4562506	4621452	739864	857448	8628537	4389036	4127004	4565340	4127004	10319060	6216239	12413250	10851208	884044	5009684	9282674	717276	5386888	1149054	4873585	5503940	4127004	1380904	8911932	8987824	4947484	8450532	8188500	4471594	4541914	5117296	4496694	8516040	4585560	6325942	5342396	0
2026-02-23	10828190	17179380	27612212	15891973	27375906	8385024	8353550	18663828	12240060	15530203	14933709	26189612	23067558	22864224	12676060	18169532	23083113	11436477	15499812	8944392	14484401	1084718234	14966948	14911371	25532572	17295384	14365536	23004891	21174548	11085381	10891798	4081650	18946299	8622682	14500734	19145865	19194678	10116920	4389036	18146016	20503276	14840472	8670466	24787728	18403473	17648868	10355971	238939540	12286868	25928956	14057512	10297308	14014872	13566000	12184488	18021488	25483876	8757852	18459432	14645688	20737952	17244207	19498264	6370182	9774552	13848772	13522434	6475386	4008398	9969687	16247886	18506946	14845416	13958892	9380872	14594352	14554128	10005831	13070192	13625742	14812480	17682594	8603540	18554031	6325942	443926	1907324
2026-03-02	2040783	4651068	0	0	6352130	0	0	2090304	0	4323528	6221145	0	0	0	4716576	0	0	0	4192512	4454544	6164885	0	0	8049333	0	7009992	0	0	0	0	0	4127004	4585560	0	0	6643987	742702	5156722	0	0	0	6127908	0	0	1985651	4127004	6163459	1996118	0	6121945	0	428940	0	428724	374529	0	0	0	6655372	0	0	0	0	3782930	4699360	0	0	0	0	4192512	0	4946790	0	0	4192512	0	0	4520052	4127004	4716576	4556642	0	0	376301	0	443926	5080666
2026-03-09	0	0	0	2000555	0	6412174	0	0	0	0	0	0	0	0	0	0	0	9118307	0	0	0	0	556492	0	0	0	0	0	12749038	0	6502762	0	0	7095431	0	0	0	0	2437830	0	0	0	0	0	0	0	0	0	0	0	0	0	369932	0	0	0	0	0	0	0	6150731	4372401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4389036	4935092	0	2893714	0	0
2026-03-16	19682505	10238660	30614932	27034855	13813604	9861268	13397666	29526252	22234998	10107460	7860960	7251614	50783270	22651806	29479124	23737712	21633838	17974582	21828504	12758958	19011586	17476480	9400072	22567656	17118681	9761964	11535836	19324860	17596630	19746966	4096436	30229419	33981645	24234153	18299220	27268857	19653234	15732198	27438480	14019162	16278192	14816448	19219615	12957108	25498748	38592282	31794208	10246374	19445676	29728420	11610662	2727996	6612468	19664088	29423043	20446981	11382963	18588900	16598764	11304780	30964221	29640822	21964448	15983324	15180640	17255188	6840618	29665218	2298108	26791721	23585416	10221120	13535256	20518224	16148038	10698256	33391028	14116630	9484302	26530818	14718054	10369056	19652868	13148881	16240374	11551026	12905076
2026-03-23	7870995	12070456	786096	6847447	7989830	2743726	7746961	6151800	4847592	8525654	0	4127004	2033662	6534906	4127004	70858810	1973339	6497987	4127004	6797730	2561945	11947432	1146064	6346125	5101850	61644300	0	4025546	0	0	2572282	4081650	8450532	15894070	6136242	6250939	3166498	1946830	61526046	5437464	6255832	6193416	2009699	2593992	8360338	8543256	6359983	6188630	1983676	5728897	739988	4716576	369932	1018296	4501533	0	49671757	4127004	13769300	4258020	4323528	4192512	4103884	1031594	5223424	0	4127004	0	561236	615565	4782084	1377540	1768716	8780916	4461158	60939632	8760020	343745	4537102	938974	429638	4955250	4476536	5027369	2893714	1164514	5735746
2026-03-30	5764704	0	0	0	0	0	53192496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387806	0	0	0	0	6681816	0	0	0	0	0	0	5252231	0	1048128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	0	0	0
2026-04-06	0	0	0	0	0	0	0	0	12184488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048128	0	0	10153740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52471908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113636	0	0	0	0	0	0
2026-04-13	0	0	0	0	0	0	0	9629676	0	0	0	0	0	0	0	0	0	0	0	0	0	10219248	0	0	0	0	0	0	0	0	0	0	0	0	0	6878340	0	0	0	0	0	0	0	0	0	6092244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7598928	0	0	0	0	0	0	0	0	0	0	0	0	0	9695184	0	0	0	0	0	51423780
2026-04-20	2040783	0	0	10713119	4188220	2088646	0	0	655080	0	3930480	9609902	4127004	4454544	0	0	15205955	9327526	6214732	917112	1972373	1978078	5404084	0	0	4061496	0	0	720588	8152050	4389036	8319516	0	720588	5306148	4127004	0	833194	8385024	6354276	0	9569988	0	6131424	13842599	6204114	6163459	0	1983676	1994941	655080	4192512	369932	428724	374529	329237	4061496	876672	2004304	1999544	2023727	0	0	7991976	0	439094	9171120	629942	561236	5463157	0	9891708	0	0	0	0	0	0	0	5655550	4520052	1221294	851604	16901064	3432228	655080	0
