week_start	sub-C/sub-C_ses-CO-20131003_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131022_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131023_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131031_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131101_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131203_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131204_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131219_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131220_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150309_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150311_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150312_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150313_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150319_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150629_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150630_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150701_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150703_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150706_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150707_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150708_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150709_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150710_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150713_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150714_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150715_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150716_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151103_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151104_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151106_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151109_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151110_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151112_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151113_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151116_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151117_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151119_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151120_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151201_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160909_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160912_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160914_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160915_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160919_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160921_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160923_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160929_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161005_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161006_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161007_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161011_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161013_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161021_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131009_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131010_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131011_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131028_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131029_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131209_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131210_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131212_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131213_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131217_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131218_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150316_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150317_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150318_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150320_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160405_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160406_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160407_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140217_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140218_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140303_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140304_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140306_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140307_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140626_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140627_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140929_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20141203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150511_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150512_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150610_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150611_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150612_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150615_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150616_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150617_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150623_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150625_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150626_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140114_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140115_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140116_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140214_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140221_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140224_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130819_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130821_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130823_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130903_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130905_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130909_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130820_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130822_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130830_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130904_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130906_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130910_behavior+ecephys.nwb
2025-05-05	440513586	54946080	50359916	0	68648544	61591484	45398740	103227856	90820492	450671300	1354224116	872916248	476316804	1420126708	216651653	55050276	82788305	0	69291724	0	80276036	0	78977560	0	0	0	0	0	125164180	119065432	0	0	0	0	0	0	0	0	57528172	211658048	0	0	0	291896814	0	267786558	0	236995092	0	0	0	196170768	0	222756988	126036064	102842864	126586992	193283120	123943824	119455628	151234864	187785472	205138568	0	404210466	394283186	451710677	0	20356373	0	0	87126109	85730812	93470640	0	0	0	74037320	165550260	171769416	0	0	225980492	361586440	38387232	0	0	40806616	46198776	47598224	0	56823252	47764128	125227420	165457888	0	67790232	63784652	58414012	10280968	35048524	49211729	0	34400088	45507932	44328896	0	20199496	44238352	0	48658628
2025-05-12	51448400	54946080	100719864	56314756	0	61591484	43892088	101845640	78811020	68850544	1079186192	206187736	411130764	887248000	188046975	0	82788273	0	69291692	59110988	160552040	81392836	78977528	150936112	78581724	144167136	0	0	250328328	238130832	0	0	45326504	63771948	120497264	73502852	74674692	70842624	57528172	0	268283980	754046292	484470628	0	274025340	0	164551868	331755328	0	167789368	0	196170704	0	0	7444864	182214064	62363452	49668496	91031620	0	45216172	63497500	63573548	36861696	404210466	394283186	903354834	706810818	83805584	23988364	22119052	65394132	85730748	93470640	73096032	109669500	0	148074576	331100488	171769384	597922912	0	225980492	723172848	38387200	0	36421912	40806584	46198744	95196384	84815512	56823252	47764096	250433604	176321464	122320364	135560232	63764128	116807844	96156064	70097016	0	32950756	34400088	45507932	22155192	0	20180288	44238352	41528428	48639484
2025-05-19	79107360	27473056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10031700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18921848	0	0	0	32052032	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	39553712	0	100719896	56314788	34324304	61591516	0	39938780	86693520	267801692	339557348	815028720	404514488	398628600	174343106	110100552	165576610	171614880	69291724	59111020	80276036	81392836	157955120	75468072	78581756	72083584	128760192	62145904	125164180	119065432	176879824	73550152	45326536	63771948	120497296	147005768	74674724	70842656	115056344	423316096	268283980	0	0	291896814	548050680	535573116	164551932	0	223621896	0	189239424	0	334532542	146997848	29222512	86222896	47030376	74876584	91052264	38886788	88736888	95634216	54205656	73723392	759620668	648120092	791523563	547668377	83805616	0	0	0	0	93470640	0	0	0	0	0	0	896884416	85072424	225980492	723172880	76774464	89082504	36421912	40806616	46198776	47598224	42407772	113646504	47764128	125227420	165457888	334072808	224431296	221401816	116828024	96156096	35048524	32481156	65901576	68800176	45507932	44347408	98118568	20199496	151130984	128224336	152569628
2025-06-02	307370898	27473024	100719864	112629544	227804356	0	101424432	93532704	61320352	304388728	768338028	464601308	50878784	599441776	85879125	0	0	85807440	69291724	118222008	0	81392836	78977528	150936144	157163480	72083584	64380064	186437680	0	238130832	265319704	0	0	127543864	120497296	73502852	149349448	0	0	211658048	268283980	377023130	309344162	291896782	0	535573084	0	236995092	223621832	335578704	378478784	0	334532542	203321844	43480208	105536944	47010616	99553416	56602812	55483380	51504940	60835652	17687408	36861696	0	394283186	451710677	353434693	41902808	23988364	22119020	65394132	0	93470640	0	0	101093472	74037320	165550260	171769384	597922912	170144784	451960952	723172848	76774432	44541252	0	40806584	0	47598224	0	56823252	47764096	125227420	165437024	0	135560232	127548780	116807844	128208096	35048524	32481156	32950756	34400088	91015832	44328896	49038436	20199496	0	41547364	48658628
2025-06-09	21720936	0	0	0	0	0	0	0	0	0	34290628	145556132	0	57834984	83533566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32052032	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	39612960	27473056	0	0	0	61591516	30927952	0	0	0	339557348	0	404514488	0	0	0	82788305	85807440	69291724	0	80276036	0	78977560	75468072	0	0	0	62145904	0	0	0	0	45326536	63771948	0	0	0	0	57528172	211658048	0	377023162	0	0	0	0	164551932	0	223621896	0	0	196170768	334532542	0	0	86222896	0	0	0	38886788	0	0	0	0	0	0	0	0	41902808	23988364	22119052	0	0	93470640	0	0	101093536	0	165550260	0	298961472	85072424	0	361586440	0	44541252	0	0	0	0	42407772	56823252	47764128	125227420	0	122339504	0	0	58414012	0	0	32481156	32950788	34400088	45507932	44347408	49059284	20199496	0	41547364	0
2025-06-23	41675984	57415200	53226428	60984228	70067728	65813884	64407952	83291384	89747048	287200372	693650184	828898448	821006192	413625968	89096097	58682116	167226306	174769920	143012184	61273828	83745396	84277924	80493224	153128056	81471932	74784096	66987712	129096216	131736100	242284624	180493112	75649232	49896304	66313932	62792776	76863412	77560900	146190704	3443920	3366592	273713884	758345692	619456516	3859400	3621720	537744364	333425480	479022952	3611000	171550120	192848824	4134960	339418142	5304528	29873728	91409968	48248376	42087132	49337572	80507180	43528148	100004236	113282300	43336208	421175162	408475186	473021429	723688914	44969472	28813068	50274648	69775092	85730812	93470576	6742976	109669436	108134864	78814040	32462848	192628344	17598120	85072424	18023200	0	42962880	49793700	43074040	46403320	92397520	0	3731480	0	96974304	254665732	166481912	304337656	0	63764128	58393832	195912120	74417064	35101892	35969604	37313112	48485916	26475240	55680540	145758368	89744616	44962540	102916256
2025-06-30	34663872	27473024	0	0	0	61591484	4320304	0	16174928	60531028	158826300	0	371131888	4127004	337384206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73502852	0	0	57528140	0	0	0	0	0	274025276	0	0	0	223621832	0	0	0	0	0	0	0	47010616	37418392	0	38876744	0	33957124	17752916	0	0	0	0	0	0	31417220	22119020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32481092	0	34400056	45507900	42004116	0	0	0	0	48639484
2025-07-07	441153789	27473056	151079748	168944268	102972720	307957420	92783760	159754992	86693456	803404884	339557316	815028656	2050509880	1468717152	348686084	55050244	165576546	343229632	277166768	295554940	401380020	81392804	315910112	301872160	314326896	216250656	257520256	248080644	500656592	357196200	353759520	269034656	181306016	255087664	180745848	147005704	224024076	70842624	230112560	211658016	1073135792	991402252	1546720810	291896782	822075828	1157186780	493655604	710985084	894487328	335578672	378478720	588512112	1672662550	220438836	116830960	86203072	188042464	74836784	136516464	38876744	115978692	264909313	216789204	110558304	808324276	1576920584	1826226456	1448113521	83805552	0	66357092	315620500	330458860	373882368	292383936	392420052	303280416	222111768	331100488	515308152	896884320	255217080	1129902332	840722872	230323232	133623660	182109432	122419752	138596264	142794480	84815480	227292880	143292320	626052156	540856512	489300596	271080000	255077036	116787664	256416128	70096984	97443340	65901544	68800112	136523732	66465576	147136156	40360576	88440656	249189504	194557936
2025-07-14	248876905	57415200	217800252	60984196	72906032	128460928	95846288	83291352	177661896	1354984696	693650152	1517470968	553347532	705568840	267996038	113005960	168876002	262943600	404640749	121826656	242909628	166391968	239963912	154589320	160053624	219626296	195095904	190281168	256900216	359273096	269655624	76348936	137937984	194493228	122405328	297371968	147814116	72773520	174650772	637498992	808471780	381322530	449987138	586881084	824248860	821775606	334865976	479022888	675198696	506501968	760566840	397303360	1009460250	227511540	61661712	90542152	97675232	159790516	140327904	159622448	80796688	147781032	56635580	77595600	1223828430	1185697862	457751949	712378282	279077715	98365584	49412248	3642786672	85730748	6485292	220973648	329008308	306298128	149985200	347351048	392003588	612001376	255217080	918340400	1084759224	117449424	97823516	77595280	86277088	46198744	47598160	46139220	113646440	1373269888	128380280	334008712	122320364	140065200	63764128	58393832	163859992	109465524	36849092	69675072	105384960	115259327	27195248	199000360	45471864	135875824	157511844	100489336
2025-07-21	410933118	165452896	352519508	225259120	102972784	246365968	61855904	199693804	130040216	1129293132	679114696	2037571672	2022572344	1594514336	348686148	330301528	248364851	514844512	346458524	177333028	321104048	406964084	394887704	528276344	314326960	216250720	257520320	310729424	375492476	476261664	530639344	441300784	226632584	318859644	240994528	367514324	373373524	283370560	230112592	634974080	1335279824	1508092584	1237376712	1167587192	1370126508	1071146136	658207536	947980240	1118109288	671157408	756957568	784682880	1338130072	367436684	175256288	258629040	188081984	149713368	227568728	155527064	154657624	191228120	216800344	184281696	404210466	2759717102	2258353825	1871855361	125708392	47976728	66357124	326970532	171461560	373882496	219288032	438677936	101093536	222111896	496650748	343538800	896884384	255217208	677941444	1084759288	76774432	133623724	72843792	81613200	46198776	47598224	127223284	118040924	95528224	375661024	165457888	366999372	135560232	127569304	116807844	32052032	70097016	64962312	32950788	103200232	0	44328896	0	40398992	44220328	41528428	48639484
2025-07-28	79108192	54946112	100719896	112629576	137297152	61591516	123711808	39938780	216733800	535603384	521828264	1222543080	452452088	398628600	636862563	165150828	248364915	429037200	277166896	118222040	160552072	325571344	157955120	226404216	157163512	144167136	193140256	186437680	553085520	119065432	530639472	220650456	45326536	127543896	120497296	220508620	74674724	212527968	167485144	475744896	274423960	754046324	1237376776	875690442	548050680	378286684	493655796	236995092	447243792	230721104	378478848	392341536	511778684	199426648	87647840	344871760	94060752	74876584	136578396	116660364	77338496	239085540	0	110585088	808420932	788566372	903421354	1060304079	41902808	95953456	88476208	130788264	85730748	93470640	292384128	219339000	254615872	222111960	0	171769416	896884416	392718432	383266892	565886448	76774464	44541252	109265736	40806616	0	95196448	84815544	56823252	95528256	250454840	217886688	297107808	67790232	75119980	58414012	98058168	0	32481156	65901576	103200264	136523764	0	147157004	20180288	44238352	124623156	97298160
2025-08-04	355469604	27473056	100719896	56314788	0	61591516	30927952	39938748	43346760	378316920	129842148	762599888	404514456	398628600	87171553	110100520	82788305	85807440	69291724	59111020	80276036	0	78977560	75468072	78581756	0	64380096	62145904	125164180	119065432	88439912	0	0	75115096	60248648	73502884	74674724	70842656	115056344	211658048	268283980	324594330	618688388	291896814	548050680	267786558	216980732	473990184	223621896	104857600	483336448	196170768	898739994	73498924	29222512	86222896	47030376	37438292	0	77773576	77338496	47817108	54205656	36861696	808420932	157286400	0	706869386	83805616	36508112	22119052	130788264	257192436	93470640	198620864	219339000	101093536	148074576	488386920	171769416	807638144	170144848	173551692	723172880	76774464	89082440	145687584	40806616	92397520	95196448	42407772	113646504	47764128	125227420	165457888	0	203350464	127569304	58414012	32052032	35048524	32481156	0	34400088	0	44347408	49059284	40398992	44238352	124642092	0
2025-08-11	39553680	0	0	0	0	61591484	0	39938780	0	0	0	250227960	142370488	0	0	0	0	0	69291724	59111020	27847236	81392836	0	75468040	78581724	72083584	0	62145904	0	119065400	0	0	45326504	0	0	0	0	0	0	0	0	0	0	209715200	11881276	0	164551868	0	52428800	0	157286400	196170768	0	73498924	29222512	86222896	47030376	0	0	38876744	0	0	1776856	0	351733338	0	399281877	157286400	0	0	0	130788200	0	0	0	0	0	0	0	0	0	0	0	0	38387200	0	0	0	46198776	0	0	52428800	0	104857600	0	52428800	0	11355852	0	32052032	70097048	0	0	0	0	22173704	98118568	0	44238352	0	0
2025-08-18	118661072	54946080	0	56314788	68648608	123183032	61855904	39938780	0	535603384	339557348	0	0	398628568	261514659	110100552	82788305	257422320	138583448	118222040	80276004	162785672	157955120	150936144	78581756	72083584	0	186437712	250328360	119065432	88439912	0	135979608	191315812	120497296	73502884	171595340	70842656	57528172	477687712	536567960	754046324	0	0	274025340	535573116	0	473990184	223621896	0	0	588512304	669065084	73498924	29222512	86222896	94060752	37438292	45526132	0	0	0	54205656	36861696	404210466	157286400	903421354	353434693	83805616	76030448	0	196182396	85730812	93470640	0	219339000	101093536	0	165550260	343538832	702780544	0	0	723172880	38387232	44541252	0	40806616	46198776	47598224	42407772	113646504	47764096	250454840	0	122339504	135580464	63784652	58414012	64104064	0	64962312	32950788	0	45507932	44347408	0	20199496	88476704	41547364	97317256
2025-08-25	118661136	82419136	50359948	118612684	34324240	176385908	61855872	159755088	86693488	698547348	743574536	815028720	1389458496	1170719944	317720491	131596396	82788273	343229728	69291692	59111020	240828076	162785640	230341428	75468040	235745236	199062840	64380096	186437712	375492508	476261696	88439880	220650392	90653040	127543864	120497264	306640212	298698864	141685312	204946864	505658732	301535428	706381058	928032550	291896782	548050616	889010854	451712692	236995092	223621896	398510472	378478784	588512304	1003597594	220496772	87647840	191974344	235112360	112314876	182083884	116650320	154667308	143431168	162605828	110576160	808372604	1396637162	903421354	549582986	167611200	47976728	88476176	130788200	179781076	186941216	146192000	0	202187072	222111896	422437460	515308216	597922944	289957984	828408740	474550872	115161664	133623724	72843792	40806616	46198776	142794608	0	0	47764128	374468920	330915776	262141772	271140696	127548780	308520852	160260096	105145540	97443468	65901576	137600320	91015864	44347408	196216288	20180288	176953408	124623156	97298112
2025-09-01	0	27473056	0	0	34324304	0	0	39938780	0	0	367001600	0	0	0	0	0	0	0	0	59110988	0	0	0	0	0	0	0	0	0	223923000	88439880	0	0	52428800	0	0	0	0	0	0	0	0	361772962	239468014	169167676	162928926	0	0	66335496	0	136810560	143741968	0	0	58425328	0	0	0	0	0	0	0	0	0	0	0	189500157	0	41902776	0	0	65394068	0	0	73096032	0	0	0	0	104857600	0	0	0	466444040	0	44541252	0	0	46198776	0	42407740	0	0	0	0	0	0	0	0	32052032	0	0	0	0	0	66484088	0	0	0	0	48639484
2025-09-08	39553712	19084448	50359916	112629544	0	0	0	39938780	43346760	21748656	0	407514360	404514488	157286400	68746564	0	0	154837664	0	0	0	81392836	78977560	59612280	78581756	0	51751320	50637684	110770444	119065432	119224560	0	0	63771948	58236612	0	149349416	62454048	57528172	0	268283980	377023162	309344194	52428800	279714680	5642558	0	58433136	61380996	0	119159052	0	334532542	52406400	29222512	55354260	47030376	37438292	45526132	0	0	0	0	0	393460560	0	237279732	267293148	41902808	47976728	22119052	65394132	85730812	125891940	73096032	74475576	76357952	66097572	0	343538800	0	238229164	193852408	0	0	0	72843824	0	75620336	142794672	42407772	56823252	0	0	270315488	122339504	0	0	58414012	64104064	0	0	0	60411568	0	0	49059284	0	44238352	41547364	0
2025-09-15	39553712	54946112	50359948	168944364	68648608	61591516	30927952	79877560	53139088	458792168	376176320	1206226168	544444156	602051448	0	125680704	165576610	85807440	159790120	59111020	240828108	162785672	78977560	150936144	78581756	72083584	193140288	62145904	250328360	119065432	176879824	220650456	135979608	191315844	180745944	73502884	224024172	212527968	115056344	632307124	268283980	377023162	858599192	545433282	811151316	535573116	164551932	236995092	223621896	167789368	189239424	196170768	669065084	224259236	29222512	317785512	47030376	37438292	45526132	38886788	77338496	47817108	108411312	36861696	404210466	788566372	451710677	706869386	0	47976728	22119052	130788264	85730812	186941280	73096032	219339000	202187072	74037320	331100520	171769416	615792292	170144848	401629336	723172880	68385856	0	72843824	40806616	0	47598224	84815544	113646504	0	250454840	0	122339504	135580464	127569304	58414012	32052032	0	0	32950788	34400088	45507932	22173704	49059284	40398992	88476704	0	48658628
2025-09-22	4127004	4258020	6182768	1735588	35778208	61591516	30927952	39938780	0	0	0	407514360	0	398628600	87171553	0	0	0	0	0	0	0	0	0	0	0	0	62145904	0	0	88439912	0	0	0	60248648	73502884	0	70842656	0	0	0	377023162	0	0	274025340	0	0	0	0	0	189239424	196170768	0	164902596	38197276	90155056	7207224	0	0	0	38669248	47817108	0	0	0	394283186	0	0	0	23988364	22119052	65394132	85730812	0	73096032	109669500	0	74037320	0	0	298961472	0	0	0	38387232	0	0	0	0	0	0	0	0	0	165457888	0	0	63784652	0	64104064	35048524	32481156	0	0	0	0	49059284	0	44238352	0	0
2025-09-29	39553712	27473056	50359948	56314788	0	61591516	30927952	39938780	0	267801692	679114696	0	0	398628600	87171553	110100552	82788305	171614880	69291724	118222040	80276036	81392836	78977560	75468072	78581756	144167168	0	62145904	125164180	119065432	88439912	73550152	45326536	0	60248648	147005768	149349448	70842656	57528172	0	268283980	754046324	309344194	291896814	548050680	267786558	0	473990184	223621896	335578736	189239424	196170768	334532542	154504908	58445024	0	94060752	74876584	0	77773576	77338496	95634216	108411312	73723392	808420932	394283186	903421354	706869386	83805616	23988364	22119052	65394132	85730812	93470640	73096032	109669500	202187072	148074640	331100520	343538832	298961472	0	451960984	361586440	0	44541252	36421912	40806616	92397552	47598224	84815544	113646504	0	250454840	330915776	122339504	0	63784652	0	96156096	70097048	32481156	32950788	0	91015864	44347408	49059284	40398992	0	83094728	48658628
2025-10-06	303156849	7733824	58704480	120227756	48421252	67880284	72164216	87557232	56079152	274341332	1023192096	409217520	413826984	1204685028	88941506	116189464	88705214	96068796	6288768	64024120	82722508	83118472	87361072	155063148	84490516	80337592	68007488	131878620	134382908	7008176	192200068	155878376	51464876	131801916	64375652	81545964	76440648	149732736	122558184	211658048	272410984	755466286	316681090	591458064	11520136	271913562	340346352	241187604	232072428	341775016	192839012	200297772	678744434	232183828	64547864	3485792	55826720	39446184	47737064	79489164	52687600	97371324	121210064	41512764	813814402	400661008	907361108	10411533	94038496	56232684	46492208	203916864	182897164	202549696	88346000	226396912	209230748	159331104	341728144	182971284	306681820	96093384	229429476	365713444	115161696	56746472	81272160	133006688	144685308	59429296	90976104	67136852	101882532	135476480	504758688	127318112	137322696	69781200	62397236	132335132	37021848	76533832	70028580	42405668	101118512	50475316	60814260	52187992	101263544	86522256	52785632
2025-10-13	214112004	67116308	369271524	236448668	110149492	311987172	191862088	44321216	132231592	1340684696	1367088496	1644072100	1214730312	2398797628	361579796	337900076	347244354	444708236	209597336	181658232	246325844	418510192	402682660	309783492	247880096	298447512	333858400	132927484	259228904	600998188	454361872	230852268	144299392	268485476	252615648	310587516	383394712	299920168	352916192	433052940	1885237200	1890799920	1254266230	892269122	1103256276	811950136	998556800	248466876	1118402304	511660732	1136982264	791989064	676393284	301858252	66395924	350761484	196805216	159928020	195003764	282375684	126293720	297105504	281734792	200288572	2028039878	1188993700	2712245299	1428303355	224853268	137570896	98144372	204791896	354502824	195483444	306399380	338786840	115040476	305623220	511598720	521662900	1208041980	526561700	1140062348	2541376532	243108148	195007740	226909996	260000716	283456656	250537408	133970596	237432956	288989444	383366320	839031216	622262692	349125148	387205236	411111548	171483920	154964004	235238140	142344776	145996728	188767628	94992864	307272356	137230616	230637416	263537324	302327672
2025-10-20	170242760	111662848	151079844	173333368	141555172	252573632	97172860	81621140	132017440	1076989524	340989864	1224246240	1229261408	1214621088	352813184	166850704	292379123	85807440	74819220	183300836	84665072	6180180	80745520	150936112	320432308	294196092	128760160	68002812	250328360	481796564	178689336	147100304	92664408	128544612	184872916	224635624	225790064	214455392	230112656	907151224	536567928	754046324	390785528	879817414	552439652	803359674	49851588	478117188	670865624	509826384	383912660	196170768	340019380	226517512	33284008	172445792	100162132	151741160	95486164	40592332	117700908	101891376	167071512	36861696	404210466	1186976562	576340202	732478775	125708392	49744228	70484128	130788264	173019636	280411920	168464784	113796504	101093536	106720356	357908620	347665836	929179860	112142844	248253212	1103167068	61118508	155677564	100968412	22338228	96521292	42141460	105649896	113646504	4127004	160077676	353140068	124256608	229940460	65719704	62606524	128208096	107118864	66621068	72222444	1939288	140650768	46348312	153034492	21966992	134439384	87268304	5886432
2025-10-27	161092184	27473024	50359916	56314756	4454544	61591484	5154156	1743580	6562720	267801628	340989864	409217488	410158504	1419000	0	4389036	6113433	0	69291692	6164332	80276004	1725636	78977528	0	4651068	0	66193760	62145872	125164148	0	176879760	77808140	47337840	68899668	61310064	79620648	78801696	77552164	63309808	211658016	268283948	381739706	622946344	293694396	274025276	273357688	164551868	475465148	232137872	169793104	195524776	1508368	334532510	79388648	5971824	92531528	95995608	2007892	97414420	40592332	40362412	95593904	58583552	1738496	4323528	400345936	0	1895493	41902776	53871168	49885144	71324804	91546780	99244036	147607968	109669436	102551808	79599980	165550228	177821096	305081640	85072360	456087924	363339248	38387200	6069856	0	6656360	98617484	99847388	44572312	117773444	2196128	129791744	330874048	0	4127004	6062056	64708972	32052000	70096984	38266852	37274284	5869768	47291032	22155192	49038436	21947784	44220328	4454544	54787948
