week_start	sub-C/sub-C_ses-CO-20131003_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131022_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131023_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131031_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131101_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131203_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131204_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131219_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131220_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150309_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150311_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150312_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150313_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150319_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150629_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150630_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150701_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150703_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150706_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150707_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150708_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150709_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150710_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150713_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150714_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150715_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150716_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151103_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151104_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151106_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151109_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151110_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151112_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151113_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151116_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151117_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151119_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151120_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151201_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160909_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160912_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160914_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160915_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160919_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160921_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160923_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160929_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161005_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161006_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161007_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161011_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161013_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161021_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131009_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131010_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131011_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131028_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131029_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131209_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131210_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131212_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131213_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131217_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131218_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150316_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150317_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150318_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150320_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160405_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160406_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160407_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140217_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140218_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140303_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140304_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140306_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140307_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140626_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140627_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140929_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20141203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150511_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150512_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150610_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150611_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150612_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150615_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150616_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150617_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150623_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150625_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150626_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140114_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140115_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140116_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140214_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140221_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140224_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130819_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130821_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130823_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130903_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130905_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130909_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130820_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130822_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130830_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130904_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130906_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130910_behavior+ecephys.nwb
2025-05-26	39553712	0	100719896	56314788	34324304	61591516	61855904	79877560	86693520	535603384	339557348	815028720	404514488	398628600	174343106	110100552	165576610	171614880	138583448	118222040	80276036	162785672	157955120	150936144	78581756	72083584	128760192	124291808	125164180	119065432	176879824	73550152	90653072	127543896	120497296	147005768	74674724	70842656	115056344	423316096	268283980	0	309344194	291896814	548050680	535573116	329103864	0	223621896	167789368	189239424	0	334532542	146997848	58445024	86222896	94060752	74876584	91052264	38886788	88736888	95634216	108411312	73723392	805873502	1133142322	796043615	547668377	83805616	0	0	65394132	0	93470640	73096032	0	0	0	0	171769416	896884416	85072424	225980492	723172880	76774464	89082504	36421912	40806616	46198776	47598224	42407772	113646504	47764128	125227420	165457888	342981896	228558300	235311808	116828024	96156096	35048524	32481156	65901576	68800176	45507932	44347408	98118568	20199496	170334372	128224336	169505360
2025-06-02	327529566	54946080	100719864	112629544	227804356	0	101424432	98606300	61320352	304388728	772465032	468728312	93765592	998070376	85879125	0	0	85807440	69291724	118222008	0	81392836	78977528	150936144	157163480	72083584	64380064	186437680	0	238130832	265319704	73550120	0	127543864	120497296	147005736	149349448	0	0	211658048	268283980	377023130	309344162	291896782	0	535573084	164551868	236995092	223621832	335578704	378478784	0	334532542	203321844	43480208	105799088	51684976	99553416	56602812	55483380	51504940	108632604	71881924	73714464	0	788513332	451710677	353434693	41902808	23988364	22119020	65394132	0	93470640	0	0	101093472	74037320	165550260	171769384	597922912	170144784	451960952	723172848	76774432	44541252	0	40806584	0	47598224	0	56823252	47764096	125227420	165437024	0	135560232	127548780	116807844	128208096	35048524	32481156	32950756	34400088	91015832	44328896	49038436	20199496	0	41547364	48658628
2025-06-09	27064824	0	0	0	0	0	0	0	0	0	34290628	145556132	0	57834984	93110463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32052032	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	40254856	27473056	0	0	0	61591516	30927952	0	0	0	339557348	0	404514488	0	0	0	82788305	85807440	69291724	0	80276036	0	78977560	75468072	0	0	0	62145904	0	0	0	0	45326536	63771948	0	0	0	0	57528172	211658048	0	377023162	0	0	0	0	164551932	0	223621896	0	0	196170768	334532542	0	0	86222896	0	0	0	38886788	0	0	0	0	0	0	0	0	41902808	23988364	22119052	0	0	93470640	0	0	101093536	0	165550260	0	298961472	85072424	0	361586440	0	44541252	0	0	0	0	42407772	56823252	47764128	125227420	0	122339504	0	0	58414012	0	0	32481156	32950788	34400088	45507932	44347408	49059284	20199496	0	41547364	0
2025-06-23	41675984	57415200	154519620	60984228	71486912	68980660	64918368	83860360	89747048	287200372	693650184	828898448	821006192	812254568	90058369	59408484	168876034	174769920	143012184	61994764	84439268	84999196	80493224	154589352	82194476	74784096	66987712	129096216	131736100	242284624	180493112	149199384	95222808	66313932	63428808	76863412	78282444	146190704	61660876	3366592	273713884	759205572	620224676	295756182	278371340	537744364	334145760	479022952	227955032	171550120	194292584	4134960	340395262	5304528	31176160	91409968	48248376	79505524	50862148	81879004	43528148	100004236	113282300	43336208	421175162	408475186	476075325	729314946	44969472	28813068	50274648	69775092	85730812	93470576	6742976	109669436	108134864	78814040	32462848	200971928	17598120	85072424	18023200	0	43725488	50669108	43074040	46403320	92397520	0	4477776	0	97697344	255723764	166481912	304337656	905040	63764128	58393832	195912120	74417064	35101892	37479028	37313112	48485916	26475240	55680540	166688048	90387584	45821068	102916256
2025-06-30	34663872	27473024	0	0	0	61591484	4320304	0	20301932	60531028	158826300	0	371131888	12315504	357442607	0	0	85807408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73502852	0	0	57528140	0	0	0	0	236700912	274025276	0	0	0	223621832	0	0	0	0	0	0	0	47010616	37418392	0	38876744	0	40466396	17752916	0	0	0	0	0	0	31417220	44238040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32481092	0	34400056	45507900	42004116	0	0	44220328	41528428	48639484
2025-07-07	521312493	54946080	201439696	168944268	137296960	379178612	92783760	159754992	96388640	803404884	1018671948	819090152	2050509880	1609158140	435857605	110100520	165576546	343229632	277166768	354665928	401380020	81392804	394887640	301872160	314326896	216250656	257520256	248080644	625820740	357196200	353759520	269034656	181306016	255087664	180745848	147005704	224024076	141685248	230112560	211658016	1073135792	991402252	1546720810	583793564	822075828	1157186780	493655604	710985084	894487328	335578672	378478720	588512112	2007195060	220438836	146033776	86203072	188042464	74836784	136516464	38876744	115978692	264909313	270983720	147411072	808324276	1576920584	1826226456	1448113521	125708328	23988300	88476112	315620500	330458860	373882368	292383936	392420052	303280416	222111768	331100488	515308152	896884320	255217080	1129902332	840722872	230323232	133623660	182109432	122419752	138596264	142794480	84815480	227292880	143292320	626052156	540856512	489300596	271080000	255077036	116787664	256416128	70096984	97443340	98852300	68800112	136523732	66465576	196174592	60540864	132660984	249189504	194557936
2025-07-14	288430585	57415200	218946844	60984196	73615624	129516520	127795040	83291352	177661896	1633220400	699464360	1517470968	553347532	824983696	267996038	113005960	168876002	262943600	412977805	121826656	242909628	167113240	240721744	155319968	160776168	219626296	195747808	190281168	507228512	360311544	269655624	76348936	138590808	194493228	123041360	298044080	149257204	74060784	175339556	638340640	811186732	758345660	450755298	587652964	824973204	822499366	334865976	716017916	675198696	506501968	761288720	398130352	1009460250	227511540	61661712	90542152	98284232	161118756	140327904	159622448	81492200	148512728	110830096	77595600	1226663934	1579928008	793046093	712378282	279077715	123158012	50274616	4083676164	171461496	6485292	220973648	438677744	309315840	224022456	347351048	392013588	612001376	255217080	918340400	1084759224	117449424	144586356	114967464	127083672	92397488	95196320	89293256	113646440	1571846928	254644496	499445736	244640728	140065200	63764128	116787664	164579984	109465524	69330184	102625828	140513280	115259327	49350440	199949232	65652152	135875824	199898800	101291928
2025-07-21	413359190	192925920	352519508	281573876	102972784	246365968	61855904	199693804	130040216	1397094760	679114696	2037571672	2427086832	1993142904	348686148	385351772	248364851	514844512	346458524	177333028	321104048	488356888	394887704	528276344	314326960	216250720	257520320	372875296	375492476	595327064	530639344	514850904	226632584	318859644	301243144	441017176	373373524	283370560	230112592	1058290112	1341419772	1508092584	1237376712	1167587192	1370126508	1071146136	658207536	1184975268	1341731120	671157408	756957568	784682880	1338130072	367436684	175256288	258629040	188081984	149713368	227568728	155527064	154657624	191228120	270994860	221134464	808372604	3153947248	2258353825	1963087486	125708392	47976728	66357124	326970532	171461560	373882496	219288032	438677936	202187008	222111896	496650748	343538800	896884384	255217208	677941444	1084759288	76774432	133623724	72843792	81613200	46198776	47598224	127223284	118040924	95528224	375661024	165457888	366999372	135560232	191333432	116807844	32052032	70097016	64962312	32950788	103200232	0	44328896	0	40398992	44220328	41528428	48639484
2025-07-28	79108192	54946112	100719896	112629576	137297152	61591516	123711808	39938780	216733800	535603384	521828264	1222543080	452452088	398628600	636862563	165150828	248364915	429037200	346458588	118222040	160552072	325571344	157955120	226404216	157163512	144167136	193140256	186437680	553085520	238130864	530639472	220650456	45326536	127543896	120497296	294011504	74674724	212527968	167485144	528173696	274423960	754046324	1237376776	875690442	548050680	378286684	493655796	236995092	447243792	230721104	378478848	392341536	511778684	199426648	87647840	344871760	94060752	74876584	136578396	116660364	77338496	239085540	0	110585088	808420932	788566372	903421354	1060304079	41902808	95953456	88476208	130788264	85730748	93470640	292384128	219339000	254615872	222111960	52428800	171769416	896884416	392718432	399532152	565886448	76774464	44541252	109265736	40806616	0	95196448	84815544	56823252	95528256	250454840	217886688	314589712	67790232	127548780	116828024	98058168	0	32481156	65901576	103200264	136523764	0	147157004	20180288	44238352	124623156	97298160
2025-08-04	383577596	27473056	100719896	112629576	0	61591516	30927952	39938748	43346760	378316920	469399496	815028688	404514456	398628600	87171553	110100520	82788305	85807440	69291724	59111020	80276036	0	78977560	150936144	78581756	0	64380096	124291808	125164180	119065432	176879824	0	45326536	75115096	120497296	73502884	74674724	70842656	115056344	211658048	268283980	324594330	618688388	291896814	548050680	267786558	216980732	473990184	223621896	115360568	483336448	196170768	898739994	73498924	29222512	86222896	47030376	37438292	0	77773576	77338496	47817108	54205656	36861696	808420932	157286400	0	706869386	83805616	40573468	22119052	130788264	257192436	93470640	198620864	219339000	149758272	148074576	488386920	171769416	844455584	170144848	173551692	723172880	76774464	89082440	145687584	40806616	92397520	95196448	42407772	113646504	47764128	125227420	165457888	0	203350464	127569304	58414012	32052032	35048524	64962248	0	34400088	45507932	44347408	49059284	60598488	44238352	124642092	0
2025-08-11	39553680	0	0	0	0	61591484	30927920	39938780	0	0	0	250227960	142370488	0	0	0	0	0	69291724	59111020	27847236	81392836	0	75468040	78581724	72083584	0	62145904	0	119065400	0	0	45326504	0	0	0	0	0	0	0	0	0	0	209715200	11881276	0	164551868	0	52428800	0	189239424	196170768	0	73498924	29222512	86222896	47030376	0	0	38876744	0	0	1776856	0	351733338	0	399281877	157286400	0	0	0	130788200	0	0	0	0	0	0	0	0	0	0	0	0	38387200	0	0	0	46198776	0	0	52428800	0	125206184	0	52428800	0	11355852	0	32052032	70097048	0	0	0	0	22173704	98118568	0	44238352	0	0
2025-08-18	118661072	54946080	50359948	112629576	68648608	123183032	61855904	39938780	43346760	535603384	339557348	407514360	404514488	398628568	261514659	165150828	165576610	257422320	138583448	118222040	160552040	162785672	157955120	150936144	78581756	144167168	64380096	186437712	250328360	119065432	88439912	73550152	135979608	191315812	120497296	147005768	171595340	194114112	57528172	477687712	536567960	754046324	0	291896814	548050680	535573116	0	526418984	447243792	167789368	0	588512304	669065084	146997848	58445024	86222896	94060752	74876584	91052264	38886788	0	47817108	108411312	36861696	404210466	656427186	903421354	706869386	83805616	76030448	0	196182396	85730812	93470640	0	219339000	101093536	74037320	165550260	343538832	702780544	0	225980492	723172880	76774464	44541252	0	40806616	46198776	47598224	42407772	113646504	47764096	250454840	165457888	122339504	135580464	63784652	58414012	64104064	0	64962312	32950788	0	45507932	44347408	0	20199496	88476704	41547364	97317256
2025-08-25	118661136	82419136	50359948	118612684	34324240	248717152	61855872	159755088	173387008	698547348	743574536	1222543080	1389458496	1228432492	404892044	131596396	82788273	343229728	69291692	59111020	240828076	162785640	230341428	150936112	235745236	199062840	64380096	186437712	375492508	476261696	176879792	220650392	90653040	127543864	180745912	306640212	298698864	141685312	262475036	717316780	569819408	706381058	928032550	291896782	548050616	889010854	584067524	473990184	223621896	398510472	378478784	588512304	1003597594	220496772	87647840	278197240	235112360	112314876	182083884	116650320	154667308	143431168	271017140	147437856	808372604	1396637162	903421354	549582986	167611200	47976728	88476176	130788200	179781076	186941216	146192000	0	202187072	222111896	753537980	603191552	896884416	289957984	828408740	474550872	115161664	178164976	72843792	40806616	46198776	142794608	42407772	0	47764128	374468920	330915776	262141772	271140696	127548780	308520852	160260096	105145540	97443468	65901576	137600320	91015864	44347408	196216288	20180288	176953408	124623156	97298112
2025-09-01	0	27473056	0	0	34324304	0	0	39938780	0	0	367001600	0	0	0	0	0	0	0	0	59110988	0	0	0	0	0	0	0	0	0	223923000	88439880	0	0	52428800	0	73502852	0	0	0	0	0	0	361772962	239468014	169167676	162928926	0	0	66335496	0	136810560	196170768	0	0	58425328	0	0	0	0	0	0	0	0	0	0	0	241928957	0	41902776	0	0	65394068	0	0	73096032	0	0	0	0	104857600	0	0	0	518872840	0	44541252	0	0	46198776	0	42407740	0	0	0	0	0	0	0	0	32052032	0	0	0	0	0	66484088	0	0	0	0	48639484
2025-09-08	39553712	19084448	50359916	112629544	34324304	9162716	0	39938780	43346760	289550348	0	407514360	404514488	262144000	68746564	0	0	154837664	0	0	0	81392836	78977560	59612280	78581756	0	116131416	50637684	110770444	119065432	119224560	73550152	0	63771948	58236612	0	149349416	62454048	57528172	0	268283980	377023162	309344194	52428800	279714680	110500158	0	58433136	61380996	0	119159052	0	334532542	52406400	29222512	55354260	47030376	37438292	45526132	0	0	0	0	0	393460560	0	237279732	267293148	41902808	47976728	22119052	65394132	85730812	166933780	73096032	74475576	76357952	66097572	0	343538800	0	238229164	210117668	0	0	0	72843824	0	121819080	142794672	42407772	56823252	0	0	270315488	122339504	0	0	58414012	64104064	0	0	0	60411568	0	0	49059284	20180288	44238352	41547364	0
2025-09-15	39553712	54946112	50359948	168944364	68648608	61591516	30927952	79877560	53139088	568943372	399361448	1206226168	544444156	602051448	0	125680704	165576610	85807440	159790120	59111020	240828108	162785672	78977560	150936144	78581756	72083584	193140288	62145904	250328360	119065432	176879824	220650456	135979608	191315844	180745944	73502884	224024172	212527968	115056344	632307124	268283980	377023162	858599192	545433282	811151316	535573116	164551932	236995092	223621896	167789368	189239424	196170768	669065084	224259236	29222512	329711272	47030376	37438292	45526132	38886788	77338496	47817108	108411312	36861696	404210466	788566372	451710677	706869386	0	47976728	22119052	130788264	85730812	186941280	73096032	219339000	202187072	74037320	331100520	171769416	615792292	170144848	401629336	723172880	94327024	0	72843824	40806616	0	47598224	84815544	113646504	0	250454840	0	122339504	135580464	127569304	58414012	32052032	0	0	32950788	34400088	45507932	22173704	49059284	40398992	88476704	0	97317256
2025-09-22	4127004	4258020	6182768	1735588	35778208	61591516	30927952	39938780	0	0	0	407514360	0	398628600	87171553	0	0	0	0	0	0	0	0	0	0	0	0	62145904	0	0	88439912	0	0	0	60248648	73502884	0	70842656	0	0	0	377023162	0	0	274025340	0	0	0	0	0	189239424	196170768	0	177695872	38197276	90155056	7207224	0	0	0	38669248	47817108	0	0	0	394283186	0	0	0	23988364	22119052	65394132	85730812	0	73096032	109669500	0	74037320	0	0	298961472	0	0	0	38387232	0	0	0	0	0	0	0	0	0	165457888	0	0	63784652	0	64104064	35048524	32481156	0	0	0	0	49059284	0	44238352	0	0
2025-09-29	39553712	54946112	50359948	56314788	34324304	61591516	30927952	79877560	0	267801692	679114696	0	404514488	398628600	87171553	110100552	165576610	171614880	138583448	118222040	160552072	81392836	157955120	75468072	78581756	144167168	64380096	62145904	125164180	119065432	88439912	73550152	90653072	63771948	60248648	147005768	149349448	70842656	57528172	0	268283980	754046324	618688388	291896814	548050680	267786558	0	473990184	447243792	335578736	189239424	196170768	669065084	164807816	58445024	0	94060752	74876584	0	77773576	77338496	95634216	108411312	73723392	808420932	394283186	903421354	706869386	83805616	23988364	22119052	65394132	171461624	186941280	73096032	219339000	202187072	148074640	331100520	343538832	597922944	85072424	451960984	723172880	38387232	89082504	72843824	40806616	92397552	47598224	84815544	113646504	0	250454840	330915776	122339504	0	63784652	58414012	96156096	70097048	32481156	32950788	0	91015864	44347408	49059284	40398992	0	83094728	48658628
2025-10-06	303156849	7733824	58704480	120227756	82745556	69567800	76815284	87557232	56079152	274341332	1023192096	409217520	413826984	1204685028	90711459	116189464	171493519	96068796	75580492	125106960	162998544	87245476	166338632	230531220	88617520	80337592	132387584	131878620	134382908	126073608	192200068	155878376	51464876	131801916	124624300	155048848	151115372	149732736	122558184	423316096	540694964	755466286	318108484	591458064	11520136	271913562	340346352	478182696	232072428	341775016	383516260	200297772	678744434	232183828	64547864	89708688	149887472	81142496	95474128	79489164	52687600	97371324	121210064	78374460	813814402	400661008	1359071785	10411533	94038496	58000248	46492208	203916864	182897164	202549696	88346000	226396912	209230748	159331104	343643204	182971284	308478492	96093384	229429476	373346128	115161696	56746472	81272160	133006688	144685308	59429296	90976104	67136852	101882532	135476480	504758688	127318112	146297292	140020956	66720764	138138260	38995172	80660836	74155584	76805756	101118512	50475316	109873544	52187992	101263544	86522256	52785632
2025-10-13	215880116	67187028	419631472	236565844	114342004	311987172	191862088	44366632	132231592	1340684696	1367150904	1644072100	1214730312	2803015784	361629228	401204360	512820932	616448844	209706000	183630052	246325844	499963188	402720492	309783492	247880096	302574516	398238496	132927484	259228904	600998188	631241664	232709508	144299392	269486224	252615648	384090400	383466200	299920168	352997584	437245452	2153521148	2269243044	1254309854	1185963518	1103394084	811950136	998556800	489588908	1119859824	511660732	1329868308	793497432	680585796	301858252	74584424	354888488	196805216	159981756	195003764	282419028	169080288	297105504	281734792	237150268	2028077198	1583276886	2712245299	1428318923	224922212	137639424	102445416	270206276	358760844	290469460	306399380	448456276	115040476	379660540	511641744	521662900	1507003420	526561700	1141846136	2543148380	281495348	195007740	226954108	260000716	283456656	298135568	133970596	237432956	288989444	508572504	840842424	622262692	350867380	389140288	415413680	203535920	154964004	236896896	142344776	145996728	194808780	96993768	307272356	157410904	230637416	263537324	304087100
2025-10-20	213923476	111662848	151079844	173333368	141555172	252573632	97172860	81621140	132017440	1076989524	345116868	1224246240	1633775896	1214621088	352813184	166850704	292379123	85807440	74819220	183300836	85888308	6180180	80745520	150936112	320432308	294196092	133018180	130148716	250328360	481796564	267129248	147100304	92664408	128544612	184872916	224635624	225790064	218975444	230112656	907151224	536567928	758566376	390785528	879817414	552439652	803359674	49851588	479592280	672279520	509826384	387908648	196170768	340019380	226517512	33284008	172445792	100162132	151741160	95486164	40592332	117700908	101891376	167071512	36861696	404210466	1186976562	576340202	732478775	125708392	49744228	70484128	130788264	173019636	284538924	172591788	113796504	101093536	106720356	357908620	349656052	929179860	112142844	248253212	1103167068	61118508	155677564	100968412	22338228	96521292	42141460	105649896	113646504	4127004	160077676	357267072	124256608	229940460	65719704	62606524	128208096	107118864	66621068	72222444	1939288	140650768	46348312	153034492	21966992	134439384	170363032	5886432
2025-10-27	171376940	27473024	50359916	62177348	4454544	61591484	5154156	1743580	6562720	271928632	340989864	413410000	410158504	1419000	87171521	4389036	6113433	0	69291692	6164332	84403008	1725636	78977528	0	6432824	0	66193760	62145872	125164148	0	176879760	151358260	47337840	68899668	61310064	79620648	78801696	77552164	63309808	211658016	268283948	381739706	622946344	293694396	275461816	273357688	164551868	475465148	232137872	169793104	195524776	1508368	335957852	79388648	5971824	92531528	95995608	2007892	97414420	40592332	40362412	95593904	60770008	1738496	5589994	400345936	0	355271618	46553844	53871168	49885144	71324804	91546780	99244036	147607968	111102136	106678812	79599980	165550228	177821096	305081640	85072360	456087924	363339248	38387200	6069856	0	6656360	98617484	99847388	44572312	117773444	2196128	129791744	330874048	0	4127004	6062056	64708972	32052000	70096984	38266852	37274284	5869768	47291032	22155192	49038436	21947784	44220328	4454544	54787948
2025-11-03	1676004064	1010510708	2144902740	2481138224	1255731272	2031070304	1208780828	1663881104	1278693320	10213584948	13687536028	13166155308	12572034340	12625076468	2410440942	2542805940	3287737650	3073840548	2047915484	2111839500	2211600532	2918411988	2426770480	2606423052	2322603508	2358414196	2095428460	2147875920	3808439344	3412189660	2647107256	1714983892	1624188152	1947927912	2084988368	2328463256	1984305588	2044504260	1553056636	4709359432	9039694580	9192270416	8241123340	9288534976	7442017896	6884191304	5687596972	6695714592	6504069780	6065996792	6105550104	5789929352	8568973118	2551234948	975407368	2072251220	1274885352	1118647356	1310020160	1046456836	1092008268	1426082476	1510824944	899525092	10550414418	9929939936	9368324096	8078723567	1012073864	809741164	597956608	2080166652	2437950824	2012953604	2100965192	2569194276	2473889472	1808252188	3862720260	4183204604	7749245988	2192639988	4783340880	6553744572	1014431712	1081063472	738940092	1000923256	1263112632	1153829188	937680312	1148917940	1421691692	3132155688	3840059764	3103646176	1687043497	1768686624	1462748356	646859136	769515232	881734912	1017801952	758799536	1220144868	685566360	1127886308	652778584	1067646836	1064016060	1157714004
2025-11-10	786433208	536191644	977524260	912814768	570962996	835545444	467386584	3492896252	603493308	3899127864	4036643812	4845359076	5512930876	6569170680	1084644307	698314648	1005436328	805142592	797282892	816041548	759171324	844327624	755076912	955091844	829917176	911606028	615851128	647977664	1916195608	1457276380	916939308	861452256	753827228	540334396	697901756	691787396	995465104	526216280	833303164	2361726984	2719073220	4947597716	3121579414	3828801692	3599252752	3253148472	1513528152	3121756912	2932534468	2393875468	1735619968	2189530472	4389754676	925001608	359234716	1159005396	737036656	487692696	545808084	544088760	541402888	519549696	743520784	470424408	4490445506	4769350092	7287425102	4288217148	581923056	227206508	188776936	430407956	1242698064	866264292	557195656	907464252	641924640	778127668	1692410064	2283053740	2135440688	974621204	1635771560	4034641436	435913272	364562512	355287832	401957064	411236976	365949264	292392612	370095956	377200788	1164309064	1519188192	1138302804	856061580	743289132	622371264	565747200	411753132	369483336	363110964	414235068	460273308	244294764	624086504	257100460	296977800	292388452	564901380
