week_start	sub-F1/sub-F1_ses-20190407T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190409T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190411T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190413T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190414T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190415T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190416T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190407T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190409T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190411T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190413T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190414T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190415T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190416T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190417T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190407T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190409T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190411T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190413T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190414T210000_obj-7vehp4_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190414T210000_obj-n4e7d4_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190407T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190409T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190411T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190413T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190414T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190415T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190416T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190417T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190418T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190209T210000_obj-bxnk6r_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190209T210000_obj-ecljfx_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190211T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190214T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190216T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190218T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190220T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190221T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190222T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190223T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190206T210000_obj-16d9pmi_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190206T210000_obj-1m6ibdg_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190206T210000_ophys.nwb	sub-R2/sub-R2_ses-20190209T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190211T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190214T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190216T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190217T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190218T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190219T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190220T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190221T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190209T210000_obj-1m489i9_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190209T210000_obj-1uiqbl9_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190211T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190214T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190216T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190218T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190220T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190221T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190222T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190223T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190824T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190827T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190829T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190901T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190901T210000_ophys.nwb	sub-R4/sub-R4_ses-20190902T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190903T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190904T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190905T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200313T210000_ophys.nwb	sub-R5/sub-R5_ses-20200317T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200319T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200320T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200321T210000_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200207T210000_ophys.nwb	sub-R6/sub-R6_ses-20200208T210000_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200209T210000_obj-1ouyda4_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200209T210000_obj-1plurd8_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-10qdhbr_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-1t1rfdq_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-qb15q4_ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-r0awni_ophys.nwb
2023-10-16	0	0	0	10419148	0	0	0	0	0	0	0	0	12238877947	0	0	0	0	0	0	0	0	0	0	11802771456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6358253247	0	0	0	9740638527	0	0	0	10985900044	0	0	0	0	5916347716	0	0	0	0	0	16508780544	0	0	0	6370944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12210976	0
2023-10-23	0	11082788	27496126435	26788213471	27694812134	26491877842	0	30639801342	28470044298	22971005285	0	0	0	61097055864	0	0	0	0	0	0	1354720076	0	20225141555	28772979522	42844297622	0	0	24825357939	0	27360185214	15674855390	0	17222231799	0	0	7895603692	0	29240770873	0	0	0	0	42271805	10422155496	18817112383	0	23558319726	22643238913	23828858892	24995190760	0	0	15814228377	12769840452	15547670974	19247280275	0	26579487086	27469228777	0	28422853628	28227959651	23074168576	0	15364986763	26975214280	1504071225	20242368151	0	0	32088857342	25576045504	36544720018	0	20956392802	0	32563824839	31525930125	0	29987619682	0	10594811904	0	18667375793
2023-10-30	0	0	0	26788213471	27694812134	26491877842	0	2412056	28470044298	0	0	27726597166	25727759611	0	0	23236085894	19269080806	0	23776440041	9695045878	17844780105	0	0	28772979522	0	25472140589	0	24825357939	0	27360185214	15674855390	0	17222231799	23975584500	21142479511	0	25718996787	0	25701200004	49587707398	0	0	42271805	10422155496	0	0	0	19703047372	0	5230826512	0	0	2943816016	0	0	0	0	0	0	0	0	15183674211	0	0	0	0	0	0	0	0	0	0	0	16657364	0	0	13648968476	0	0	0	0	0	0	0
2023-11-06	12476432	0	0	0	0	0	0	24071100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15191769088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	8959140	701605396	0	0	0	0	0	246472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	0	572934040	0	0	0	0	0	2132449	0	0	0	0	0	0	0	0	0	0	0	0	16510991433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19200807354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	29843653194	24828062914	0	0	0	26491877842	0	0	0	0	0	0	0	0	0	0	19269080806	26465190418	9954600	9695045878	17844780105	0	0	0	27159956683	25472140589	0	0	0	0	0	14062506514	17222231799	23975584500	21142479511	27077710266	0	29240770873	25701200004	0	12574211775	0	42271805	0	0	0	0	22643238913	0	24995190760	0	0	0	0	15547670974	0	18958857515	26566877926	0	0	28422853628	0	23074168576	19423893550	15364986763	26975214280	3156627001	20242368151	0	0	21660601727	25570603656	0	0	20956392802	30661170680	32563824839	31525930125	0	0	0	0	0	18667375793
2023-12-04	70116518	78146802	39163875	39039711	43863014	36305362	41176836	36684795	37906058	38648165	38693508	38947886	37647611	40209212	37574321	35951454	38196966	0	0	32418038	0	0	0	0	0	0	0	0	0	39537534	35344350	31457280	36071159	41837300	34644631	40178106	39370547	22200633	37302404	0	0	35906483	5571645	36010216	0	0	0	0	10485760	39081960	34873943	43219659	38402457	40127812	33989054	37367955	37303595	37905126	38480617	39851448	37901308	36993891	36953856	35723310	34805643	37296840	5656121	36308631	36579321	38821679	38964607	32535176	37623369	12722753	11087202	11294200	5540039	37192845	32135624	40289122	34836378	31470753	8880884	7965873
2023-12-11	0	116416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-18	0	0	0	0	0	0	0	2079297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	13870076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	29843653194	24823295225	0	9290960	27704766734	26498248786	28602884	30648467223	10618240	22971005285	27290718952	0	0	19444652	8030044	23235230658	19288193638	26389650497	0	9703805926	17844780105	0	0	0	0	25472140589	22387274771	403701760	8826412	27366556158	0	14062506514	17222231799	8229136	21142479511	27088196026	25725367731	0	25718122824	209715200	12574211775	0	0	10422155496	18817112383	18571517251	23567876142	22708660941	77219960	13664811380	82462716	0	11477471952	9068631884	15547670974	0	0	0	0	0	0	28227959651	23074168576	0	0	26975214280	0	0	0	0	21660601727	0	0	0	0	0	32563824839	0	27740756424	29987619682	25882234778	24452805793	0	0
2024-01-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15674855390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6304580	16126452	0	6370944	15728268	0	17918528	0	0	0	351272960	115343360	524288000	0	414187520	0	0	283115520	6370944	0	0	0	0	5242880	0	0	0	9158232	0	0	0	0	0	0
2024-01-22	27215182	6158818	9851383	10108530	21559700	16711118	3134844	5721043	6712596	6370944	7167312	6444778	9540083	11546372	18750050	5194070	6370944	8484994	2948841	14135532	14296502	5798470	11930854	2777922	18085394	6024497	2839571	12741888	2900449	5088826	9998840	1858192	4579116	11787748	18586935	18632820	0	9886321	11167492	21900126	16445267	14088584	6216550	5429320	10454715	6769128	8357754	12944201	13339128	7098320	3583656	0	0	10268852	0	2838675	8553691	7535514	7730949	2787288	5050040	3857251	3038976	0	3348363	10515588	351801	0	4077561	0	6039124	0	0	17245105	0	0	317639	4782853	0	0	9360922	12741888	6691188	6968220
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283897840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9990563	0	0	0	0	0	3915476	0	4277688	2860028	3754851	3038976	7499132	3757963	0	6370944	10241827	3975161	0	0	132728	6370944	8352329	8519018	9789408	1313099	5707304	2644424	6437308	9360922	6039124	320244	367793
2024-02-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0
2024-02-26	9622780	0	0	0	0	0	0	36024814	0	0	0	0	0	0	0	0	0	74298070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	101491563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	0	0	6835492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	9156810	8803969	8607723	5906396	5686946	20655266	18880368	0	15584530	11812792	4717188	132728	9557207	0	13645285	7432900	9849386	17731645	5242888	3602678	14824841	7432900	14477275	5787134	5242888	5914601	4844572	11082920	13604752	3716384	14147566	10352784	15907527	9089788	16275743	11590042	5242888	15131124	9821872	1659100	0	2190012	2352932	17204976	3569983	0	8030044	5375616	21483120	6702764	19710240	17586592	5574576	10750524	21800298	11481104	14002936	5893538	7001554	0	0	9847267	9819520	4757550	12457487	10140368	685865	5945291	0	11881863	9871599	2190012	2190012	29561549	15693196	0	317639	19577512	3463624	0	5242888	0	487276	132728
2024-03-18	0	0	0	0	21236480	0	0	0	0	0	0	0	0	0	0	0	0	20109201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12542796	0	0	0	0	0	0	0	0	530075274
2024-03-25	10423302	3868281	6437308	20639706	10766646	16860970	3514116	38492930	16917386	0	6370944	7499132	10226555	17265092	7646562	10025438	10211534	6437308	12226597	13985900	5906396	11217567	0	6370944	3579083	132728	14153034	6437308	9988193	57128312	6370944	15658596	10693179	147418376	6901856	14400988	0	12675524	9682256	5066499	5441848	12957141	12963329	10709688	11105151	14250246	10233070	11175205	11232568	7747216	12396063	9874959	5640940	4246852	136105008	20095462	10561735	10533310	0	6304580	10442648	9076030	10452832	10616494	14982942	11406860	0	0	4691961	8726587	4537727	6848992	6702764	1526372	5441848	6370944	530912	5972760	3493952	0	3399578	182478091	4368448	0
2024-04-01	3985994	11831961	0	10021215	3599334	0	6370944	3445755	9224596	6304580	3488388	4664366	7764588	0	0	6437308	7233676	6370944	8112029	10178422	8892776	10089379	3291955	3494722	3579083	0	0	0	11182745	2190012	10618240	4112914	4388599	0	0	8826412	3489587	5058873	3510404	7100948	3587775	2256376	287805	10286420	0	3939651	276540708	4339713	0	0	10192046	3570379	3052744	4711844	132728	0	6370944	13254234	0	0	6370944	8943302	0	140852902	4372363	0	6437308	3520151	5441848	0	6702764	8309000	10702113	8485057	2280802	3020280	0	2787288	130474056	0	2455468	9676773	0	6370944
2024-04-08	0	0	0	0	0	0	0	0	0	0	0	52240384	91669755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108870655	0	0	0	0	0	0	0	0	0	0	0	54267904	5421032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177889280	0	0	0	0	0	0	0	17210298	0	0	0	0	0	0	0	0	0
2024-04-15	0	0	0	0	0	0	0	0	0	0	0	0	0	1101472180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5419140	515820360	0	0	0	0	0	0	0	0	0	0	0	602695648	0	0	0	552947712	0	0	0	262885968	0	0	0	0	0	0	0	0	0	0	0	0	130183168	0	0	0	0	0	0	0	0	0	0	0
2024-04-22	5375484	6437308	0	3650271	5840032	132728	3514116	3445755	9617346	3606885	0	0	9231095	4655932	9530585	7100948	219277192	4856897	0	5840032	0	0	0	7034584	6835492	5176392	547686438	10903687	0	6370944	0	10882042	8777198	5043664	6835492	0	0	2853652	0	17034854	5309120	3589043	0	132728	3672383	3939651	3517292	1924556	3758092	7167312	1921623	6370944	0	8661568	3350974	8853179	3593515	0	224713722	4048204	0	155564899	3550976	0	164081806	0	0	11085647	4691961	5441848	6503672	420493856	11281880	7224141	2280802	9988500	7617679	270242957	3566024	0	0	0	784792	4711844
2024-04-29	0	122068992	0	0	586178560	0	0	0	0	0	7830952	0	0	0	0	503535716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142305878	0	0	0	0	0	0	0	0	0	0	0	0	74280124	0	609288192	0	10020964	0	0	0	0	0	0	0	0	0	0
2024-05-06	0	0	0	0	0	611147484	0	0	0	0	0	0	0	0	0	0	0	0	124432384	0	0	0	0	0	0	0	0	0	0	0	0	0	174992200	0	0	0	0	0	0	0	0	0	0	0	9490052	0	0	0	0	0	79066972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282550272	282403696	0	0	0	0	0	0	0	0	0	0	0	0	561991680	0	0	0
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327434240	0	0	0	0	0	0	0	0	499274872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7315456	0	0	0	0	0	0	18354176	0
2024-05-20	0	0	0	0	0	99658700	41683088	94490624	0	0	0	0	0	0	0	0	134103040	0	0	0	0	0	0	0	0	0	0	0	0	0	22974464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49396552	0	0	9821872	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106070016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370958336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291348480	0	0	127612038	299528684	0	0	0	0	0	0	0	0	0	535000360	0	0	0	0	1082570144	0	0	0	0
2024-06-03	0	0	27496126435	26788213471	0	0	27702611716	30639375355	0	0	27280697988	0	25765407222	30588737144	37574321	23261161148	38196966	46766569	23813119442	37660918	34716745	36138275	34810675	28804436802	16229600459	25472140589	0	24825357939	26167329249	787357198	15674855390	0	17234509139	24061739832	21142479511	27113932134	25737034919	12503176	0	24801751015	0	0	85544866	829047008	582168576	0	0	0	23828858892	0	0	24836799179	15814228377	0	15547670974	0	18958857515	26566877926	27469228777	31093429688	28422853628	0	23099075928	19423893550	0	0	0	20242368151	20866541561	750792495	21660601727	0	0	0	0	30661170680	0	31525930125	0	30533415778	25882234778	0	0	18778004657
2024-06-10	0	0	0	0	0	0	0	24886500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27292236	0	48846948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	23891040	0	0	0	13670984	0	0	0	0	0	293879808	0	0	0	0	0	0	0	0	12874616	0
2024-06-17	0	0	0	0	0	0	0	3302322280	0	0	0	0	0	7764588	0	0	0	0	0	12662722644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446823548	0	0	0	0	0	0	0	0	0	7698224	0	0	0	0	0	0	0	0	5478888220	0	38690212	0	23360128	541899716	0	0	0	0	0	0	0	11680064	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	27702611716	0	0	0	0	27726597166	0	0	0	0	0	0	0	0	0	0	20225141555	28772979522	0	25472140589	0	0	0	0	15674855390	14062506514	0	0	0	27077710266	0	29240770873	0	0	12574211775	0	42271805	0	0	0	23558319726	0	0	24995190760	23633076823	0	15814228377	0	15547670974	0	0	0	0	0	0	0	0	0	0	0	0	0	20866541561	0	0	0	23221638729	0	20956392802	0	0	0	27740756424	0	0	24452805793	0	0
2024-07-08	36807825401	12943457	12874616	4567775	5983206	0	0	7698224	11704782	6370944	14084968	15009610	4355323	0	0	16458272	3856102	13868097	6968220	0	6437308	10653071463	3877683	0	4197579	11364597	4109331	8627320	4440545	6437308	0	11946306	6370944	7167312	0	4788666	7499132	0	17898532	5648131	12501727	6370944	0	6370944	12039823	3595587	6304580	11907561	0	8693684	0	11524951	11350041	11708248	0	5125899	14589338	7963680	11305409	10768244	15542520	12255935	0	0	4921227	0	0	9490052	3811321	10419148	11854107	2519688	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	13670984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413241	0	0	0	0	0	0	0	3222882	12981328	8060091	7300040	0	0	10936314	6042785	6370944	0
2024-07-22	0	12343704	11547336	8229136	10485512	12675524	11348244	12277340	0	0	9954600	0	0	9954600	0	0	0	0	0	11680064	10087328	0	0	10020964	0	0	0	6968220	0	8826412	11945520	0	2190012	7897316	0	0	11547336	12277340	0	0	11547336	0	0	10220056	11680064	10684604	11879156	0	0	0	0	0	0	0	9954600	10020964	12210976	11680064	8959140	14135532	11613700	0	11746428	0	0	10020964	0	0	13737348	0	0	10551876	0	13007344	0	0	12144612	0	4446388	0	0	0	0	0
2024-07-29	15096029308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138133204	1620633700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	11317792	0	0	0	0	0	16905568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12144612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	39073401	14860191160	0	18325332453	0	0	0	8959140	0	10485512	0	11429018647	0	0	10087328	0	0	0	0	0	15860996	0	11849363535	0	0	0	7764588	0	0	0	0	11215516	0	0	8892776	0	0	11320202525	0	12574211775	2190012	20174656	0	17843007311	0	0	0	23462631455	0	0	0	0	8393055983	21501936	0	0	0	0	25564287786	0	0	0	0	0	0	0	0	0	0	35208172366	0	0	0	0	0	0	0	0	0	26412044	0	0	0
2024-09-02	0	0	20103868788	0	7867908530	0	0	9251544339	0	0	0	0	35790447815	0	0	0	0	6436801801	0	0	0	0	0	83278935102	17474222351	0	0	16887001978	0	0	0	0	0	0	0	0	0	0	57267137660	0	12574211775	0	0	0	619835928	0	15873034124	0	25238252661	0	10964660812	0	0	18822032286	0	0	27771853883	17105174490	15097077545	7797967628	0	13018592819	0	0	0	0	0	0	0	0	21429513708	0	18388507565	0	0	30661170680	158047239	0	0	21206861186	0	23963156993	0	0
2024-09-09	11310451332	10973462649	0	17926468567	0	6879022178	20095365800	0	19254283904	16858507860	18707521656	498966980	0	4039828032	19557291645	16305421076	6993748312	0	16697081012	0	2691594700	16554508704	5484603262	0	0	8164790521	12646558255	0	15754823704	17567644854	1056021930	11877624228	4140349080	0	11435998648	19495001812	17913044875	8672902049	0	11307938958	0	0	0	6848489344	0	12850845660	0	0	0	11787449404	7830952	5920386150	0	0	13818302091	10358305040	0	0	0	0	22932331943	0	1763081396	9976367090	11455012456	17387917624	0	11680064	62552043	0	0	15354544360	0	9121069481	12963465456	6280114716	0	22001221113	17467832868	0	13622031916	0	6863073160	3875593246
2024-09-16	117836072	91488443	121790348	107545534	131589042	117012494	136151740	121266252	82260894	128336612	43936388	77895772	27161851	0	6901856	277991872	7631860	4594753	4173545	3625452	6503672	11058563	0	0	6901856	0	0	4384371	11209673	0	0	0	5138167	0	10942003	0	14600080	0	4403332	12881807	11373539	2920016	18496189	0	7366404	7100948	4419182	7167312	11598020	0	4203095	4291275	4979097	11575520	4104638	4993171	11176963	15728640	48833401	51482424	50789268	41219782	41401856	35723310	39726870	41694608	13619801	36308631	36579321	49307191	43850494	42288540	48241609	20288249	21344668	11294200	12375531	50223482	36582012	47124614	42335510	37513538	16910928	7965873
2024-09-23	265162758	283999567	274147125	273277977	307041098	217832172	247061016	261310281	265342406	231888990	237403928	272635202	225885666	241255272	225445926	215708724	229181796	233613702	220076406	225965508	208300470	229106990	208864050	215228490	159396652	167133444	184386655	148085196	147261316	197687670	141377400	151210056	160013276	209186500	173223155	200890530	196852735	151717092	149209616	147897356	132971260	143625932	22286580	144040864	111348669	113809353	132008778	107821059	110008356	117245880	104621829	129658977	115207371	120383436	101967162	48521510	37303595	22176486	0	0	0	0	0	0	0	26214400	0	0	36579321	44064559	77929214	65070352	75246738	25445506	22174404	22588400	11080078	74385690	64271248	80578244	104509134	94412259	17761768	23897619
2024-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	100621856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19378288	0	0	0	0	0	0	0	0	0	0	34509280	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	17719188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194874424	0	0	0	13803712	0	0	0	0	0	0	0	0	0	0	0	0	99361768	0	0	0	0	0	0	0	0	99494496	0	97702668	0	0	0	100888140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101618144	0	0	0
2024-10-14	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
